#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTNAMESHS.105;Review of the Council of Ephesus;;;;;;;;;;;;;x
EVTDESCSHS.105;The Council of Ephesus, or the Third Ecumenical Council, saw the split between the Church in Rome and the Church in Persia. Though it was used as a political tool by then Sassanid King, the latter were accused of "Adoptionism" as well as the advent of Islam. Several issues resulted from this including the split within Rome a few decades later. Now [From.GetTitledFirstName] called for a review the Council of Ephesus, asking [Root.GetTitledFirstName] to reconsider their Church's stance on the issue.\n\nThe conditions for communion has been laid out by [From.GetTitledFirstName] and it is now up to [Root.GetTitledFirstName] and [Root.GetHerHis] bishops to decide whether this is acceptable or not.;;;;;;;;;;;;;x
establish_latin_constantinople;Establish the Latin Patriarchate (Constantinople);;;;;;;;;;;;;x
establish_latin_constantinople_desc;The See of Constantinople is under our control. If we can establish a rival office to the Ecumenical Patriarch, they may lose legitimacy.;;;;;;;;;;;;;x
establish_latin_alexandria;Establish the Latin Patriarchate (Alexandria);;;;;;;;;;;;;x
establish_latin_alexandria_desc;The See of Alexandria is under our control. If we can establish a rival office to that of the Coptic Pope, they may lose legitimacy.;;;;;;;;;;;;;x
establish_latin_antioch;Establish the Latin Patriarchate (Antioch);;;;;;;;;;;;;x
establish_latin_antioch_desc;The See of Antioch is under our control.;;;;;;;;;;;;;x
establish_latin_jerusalem;Establish the Latin Patriarchate (Jerusalem);;;;;;;;;;;;;x
establish_latin_jerusalem_desc;The See of Jerusalem is under our control.;;;;;;;;;;;;;x
EVTDESCSHS.108;As you and your fellow Crusaders travel towards the Holy Land, you come across some Semitic people near Mount Lebanon. Upon further investigation, you learn that these people are Maronites, a community established by Saint Maron, thought to have been long extinct since the Monothelite controversy.\n\nThough they claim to have always been loyal to Rome, it has been centuries since they have had communication with the rest of Christendom.;;;;;;;;;;;;;x
EVTOPTASHS.108;They are our long lost brothers.;;;;;;;;;;;;;x
EVTOPTBSHS.108;They are heretics, establish the inquistion!;;;;;;;;;;;;;x
EVTNAMESHS.109;Maronites Discovered;;;;;;;;;;;;;x
EVTDESCSHS.109;It has been centuries since the Christian community established by Saint Maron last had contact outside of Mount Lebanon. By chance the Crusaders led by [From.GetTitledFirstName] had encountered while they were on their way to the Holy Lands.\n\nPrior to their hiding, these people were accused of Monothelite heresy as condemned by the Third Council of Constantinople. However, upon contact, the Crusaders embraced them with open arms as fellow brothers in faith.;;;;;;;;;;;;;x
EVTOPTASHS.109;Deus Vult!;;;;;;;;;;;;;x
EVTOPTBSHS.109;Let us rejoice!;;;;;;;;;;;;;x
EVTOPTCSHS.109;Thank God for the Crusaders!;;;;;;;;;;;;;x
EVTOPTDSHS.109;Embracing heretics? Typical.;;;;;;;;;;;;;x
EVTOPTESHS.109;This is none of our concern.;;;;;;;;;;;;;x
EVTDESCSHS.110;It has been centuries since the Christian community established by Saint Maron last had contact outside of Mount Lebanon. By chance the Crusaders led by [From.GetTitledFirstName] had encountered while they were on their way to the Holy Lands.\n\nPrior to their hiding, these people were accused of Monothelite heresy as condemned by the Third Council of Constantinople. Showing their zeal for orthodoxy, the Crusaders have decided to launch a full inquistion upon these people.;;;;;;;;;;;;;x
EVTOPTBSHS.110;So more heretics to deal with?;;;;;;;;;;;;;x
EVTOPTCSHS.110;Curse these Crusaders!;;;;;;;;;;;;;x
EVTOPTDSHS.110;So Crusaders are useful for somethings.;;;;;;;;;;;;;x
EVTNAMESHS.111;The New Patriarchate;;;;;;;;;;;;;x
EVTDESCSHS.111;With communications re-established between the Maronites and the rest of Christendom thanks to the Crusaders, the Maronites have re-affirmed their affiliation with Church of Rome. To commemorate the occasion, [From.RelHead.GetBestName] sent their leader, [Root.GetFirstName] a crown and a staff, elevating [Root.GetHerHim] to that of a Patriarch of Antioch in Boutron.;;;;;;;;;;;;;x
EVTOPTCSHS.111;God bless the Pope!;;;;;;;;;;;;;x
EVTOPTDSHS.111;Curse these Papists!;;;;;;;;;;;;;x
EVTOPTESHS.111;They're still just mountain people.;;;;;;;;;;;;;x
EVTNAMESHS.112;Order of Saint Maron;;;;;;;;;;;;;x
EVTDESCSHS.112;With the re-discovery of the Maronites which the Church of Rome was previously unaware of, the Crusaders had all the Maronites they have encountered detained under the suspicion of heresy. Having persecuted by the Byzantines and the Druze before, those who were able escape the Crusaders grasp were outraged at how they were treated\n\nWith no one else to turn to, the remnants of the Maronites have decided to fend for themselves by militarising their community and taking up arms.;;;;;;;;;;;;;x
EVTOPTBSHS.112;How dare they!;;;;;;;;;;;;;x
EVTOPTCSHS.112;We shall fend for ourselves!;;;;;;;;;;;;;x
EVTOPTDSHS.112;Violence are the way of heretics.;;;;;;;;;;;;;x
EVTOPTESHS.112;Oh dear...;;;;;;;;;;;;;x
EVTNAMESHS.113;Maronite Catholics;;;;;;;;;;;;;x
EVTDESCSHS.113;Now that communion had been re-affirmed between the Maronites and the See of Rome, the relationship further deepend with the confirmation of the Maronite Patriarchate, the Maronites flocked towards the banner of the Crusaders in retaking the Holy Lands in the name of Christ.;;;;;;;;;;;;;x
EVTOPTDSHS.113;They are no longer lost!;;;;;;;;;;;;;x
EVTOPTESHS.113;Bah! They're still heretics.;;;;;;;;;;;;;x
EVTOPTFSHS.113;Great, more infidels...;;;;;;;;;;;;;x
EVTNAMESHS.114;Maronites Condemned;;;;;;;;;;;;;x
EVTDESCSHS.114;The inquisition against the Maronites finally coming to a close, [Root.RelHead.GetBestName] has re-affirmed the Third Council of Constantinople and declared an anathema to all the Maronites as Monothelite heretics.\n\nUntil they fully repent and return in penance to the Church of Rome, the Pope has declared that all properties of the Maronites are forfeit.;;;;;;;;;;;;;x
EVTOPTDSHS.114;They shall be dealt with.;;;;;;;;;;;;;x
EVTOPTESHS.114;Was it not obvious?;;;;;;;;;;;;;x
EVTNAMESHS.117;The Western Schism;;;;;;;;;;;;;x
EVTDESCSHS.117;The Antipope phenomenom, an opponent of a sitting Pope, was not a new thing, having existed since the early third century whether elevated by rival factions or secular rulers. However, the ascension of [From.GetFirstName] marks the first time an Antipope was chosen by the very same people who elected the sitting Pope, [Root.GetFirstName].\n\nAn era of corruption of clergy in Catholic Europe, secular princes prepare to take sides as uncertainties of their Church looms ahead.;;;;;;;;;;;;;x
EVTOPTASHS.117;Anathema to the pretender!;;;;;;;;;;;;;x
EVTOPTBSHS.117;I am the true successor of Saint Peter!;;;;;;;;;;;;;x
EVTOPTCSHS.117;God help our Mother Church!;;;;;;;;;;;;;x
EVTOPTDSHS.117;Rome should abandon it's false teachings!;;;;;;;;;;;;;x
EVTOPTESHS.117;This of no concern to us.;;;;;;;;;;;;;x
EVTOPTFSHS.117;Hah! The fools bicker amongst themselves!;;;;;;;;;;;;;x
EVTNAMESHS.118;An Olive Branch;;;;;;;;;;;;;x
EVTDESCSHS.118;With the existence of two claimaints to the See of Rome threatening to tear apart Europe in two, the College of Cardinal has reached a decision to solve this issue by asking both the Pope and the Antipope to resign thus leaving the office vacant so another may be elected.;;;;;;;;;;;;;x
EVTOPTASHS.118;I do this in the name of Christ.;;;;;;;;;;;;;x
EVTOPTBSHS.118;We can only pray...;;;;;;;;;;;;;x
EVTOPTCSHS.118;Interesting...;;;;;;;;;;;;;x
EVTOPTDSHS.118;These Latins are foolish.;;;;;;;;;;;;;x
EVTOPTESHS.118;This of no concern to us.;;;;;;;;;;;;;x
EVTNAMESHS.120;A New Pope;;;;;;;;;;;;;x
EVTDESCSHS.120;Despite the impending crisis or perhaps because of it, the two sides have decided to resolve the matter peacefully, resigning their claim to the See of Rome allowing the College of Cardinal to elect a new Pope in their places.\n\nWith that, the crisis in Catholic Europe has been averted though whether this is the last time such an event occurs remains to be seen.;;;;;;;;;;;;;x
EVTOPTASHS.120;For the love of Christ.;;;;;;;;;;;;;x
EVTOPTBSHS.120;For the sake of peace.;;;;;;;;;;;;;x
EVTOPTCSHS.120;Thank God!;;;;;;;;;;;;;x
EVTOPTDSHS.120;That was boring...;;;;;;;;;;;;;x
EVTOPTESHS.120;This of no concern to us.;;;;;;;;;;;;;x
EVTOPTFSHS.120;That was uneventful...;;;;;;;;;;;;;x
EVTNAMESHS.121;Three Popes;;;;;;;;;;;;;x
EVTDESCSHS.121;Although the Cardinals begged the two sitting incumbent to resign for the peace of their Church, the two claimaints have steadfastly refused to step down.\n\nIn order to bring back order, the College of Cardinal decided to elect a third claimaint to the See of Rome so that the incumbents may decide to resign then, but instead has backfired resulting in an unprecedented event of having three living rival claimants to Throne of Saint Peter.;;;;;;;;;;;;;x
EVTOPTBSHS.121;Christ have mercy on us...;;;;;;;;;;;;;x
EVTOPTCSHS.121;Hah! The schismatics having more schisms!;;;;;;;;;;;;;x
EVTOPTDSHS.121;This is the end for all Melkites.;;;;;;;;;;;;;x
EVTOPTESHS.121;Hah! Deserving end for the infidels.;;;;;;;;;;;;;x
unify_islam;Unify Islam;;;;;;;;;;;;;x
unify_islam_desc;Despite the wishes of the Prophet, factionalism and theological disagreements led to various sects arising. With key Islamic provinces under our control, we can finally put an end to this sectarian nonsense.;;;;;;;;;;;;;x
EVTTOOLTIPSHS.501;Islam is Unified.;;;;;;;;;;;;;x
EVTNAMESHS.501;Islam Unified;;;;;;;;;;;;;x
EVTDESCSHS.501;Although the Caliphates ruled the World of Islam, it was really only during the time of the prophet Mohammed when Islam was truly one and singular. Various schools of thoughts on practices as well as the question of succession resulted in the fragmentation of the Muslim World.\n\nDespite all this infighting between fellow Muslims, [Root.GetTitledFirstName] has claimed the key centres of the Islamic World hereby re-establishing a unified Islamic Caliphate. With this, Muslims can finally spread the word of Allah with one voice.;;;;;;;;;;;;;x
EVTTITLESHS.503;The Chisti Order;;;;;;;;;;;;;x
EVTDESCSHS.503;A Sufi sect of dervishes has arisen under the leadership of a certain Abu Ishaq Shami, a mystic from the Levant. Striving for 'Unity of Being', Chistis train the soul through meditation and contemplation of the inner meaning of the Koran. The Chisti Order is warlike and especially popular among [Root.Religion.GetName] Muslim soldiers. The Order has sworn to protect Islam and to combat infidels and polytheists of all kinds.;;;;;;;;;;;;;x
EVTTITLESHS.504;The Mevlevi Order;;;;;;;;;;;;;x
EVTDESCSHS.504;A Sufi sect of dervishes has arisen under the leadership of a certain Hüsamettin Çelebi, a mystic from Asia Minor. Striving for 'Unity of Being', Mevlevis train the soul through meditation and contemplation of the inner meaning of the Koran. The Mevlevi Order is warlike and especially popular among [Root.Religion.GetName] Muslim soldiers. The Order has sworn to protect Islam and to combat infidels and polytheists of all kinds.;;;;;;;;;;;;;x
EVTTITLESHS.505;The Naqshbandi Order;;;;;;;;;;;;;x
EVTDESCSHS.505;A Sufi sect of dervishes has arisen under the leadership of a certain Baha-ud-Din Naqshaband Bukhari, a mystic from Khiva. Striving for 'Unity of Being', Naqshbandis train the soul through meditation and contemplation of the inner meaning of the Koran. The Naqshbandi Order is warlike and especially popular among [Root.Religion.GetName] Muslim soldiers. The Order has sworn to protect Islam and to combat infidels and polytheists of all kinds.;;;;;;;;;;;;;x
EVTTITLESHS.506;The Uwaisi Order;;;;;;;;;;;;;x
EVTDESCSHS.506;A Sufi sect of dervishes has arisen under the leadership of a certain Uwais al-Qarni, a soldier from Yemen. Striving for 'Unity of Being', Uwaisis train the soul through meditation and contemplation of the inner meaning of the Koran. The Uwaisi Order is warlike and especially popular among [Root.Religion.GetName] Muslim soldiers. The Order has sworn to protect Islam and to combat infidels and polytheists of all kinds.;;;;;;;;;;;;;x
EVTTITLESHS.507;The Qadiri Order;;;;;;;;;;;;;x
EVTDESCSHS.507;A Sufi sect of dervishes has arisen under the leadership of a certain Abdul-Qadir Gilani, a mystic from Gilan. Striving for 'Unity of Being', Qadiris train the soul through meditation and contemplation of the inner meaning of the Koran. The Qadiri Order is warlike and especially popular among [Root.Religion.GetName] Muslim soldiers. The Order has sworn to protect Islam and to combat infidels and polytheists of all kinds.;;;;;;;;;;;;;x
EVTTITLESHS.508;The Suhrawardi Order;;;;;;;;;;;;;x
EVTDESCSHS.508;A Sufi sect of dervishes has arisen under the leadership of a certain Abu al-Najib al-Suhrawardi, a mystic from Hamadan. Striving for 'Unity of Being', Suhrawardis train the soul through meditation and contemplation of the inner meaning of the Koran. The Suhrawardi Order is warlike and especially popular among [Root.Religion.GetName] Muslim soldiers. The Order has sworn to protect Islam and to combat infidels and polytheists of all kinds.;;;;;;;;;;;;;x
EVTTITLESHS.509;The Shadhili Order;;;;;;;;;;;;;x
EVTDESCSHS.509;A Sufi sect of dervishes has arisen under the leadership of a certain Abu-l-Hassan ash-Shadhili, a mystic from Tangier. Striving for 'Unity of Being', Shadhilis train the soul through meditation and contemplation of the inner meaning of the Koran. The Shadhili Order is warlike and especially popular among [Root.Religion.GetName] Muslim soldiers. The Order has sworn to protect Islam and to combat infidels and polytheists of all kinds.;;;;;;;;;;;;;x
convert_sufi;Become Sufi;;;;;;;;;;;;;x
convert_sufi_desc;As you study the Quran and the Hadith in great detail, you realise that the discrepancy of the interpretations between different sects can be solved through meditation and that not everything ought to be taken at face value.;;;;;;;;;;;;;x
repudiate_chalcedon_miaphysite_catholic;Repudiate the Council of Chalcedon (Catholic);;;;;;;;;;;;;x				
repudiate_chalcedon_miaphysite_catholic_desc;The breakage after the Council of Chalcedon increasingly saw the Roman Church gaining illegitimate power	 but if all three of the episcopal sees of Saint Peter could be restored the Miaphysite faith	 there may be a chance to bring back order.;;;;;;;;;;;;;x		
EVTTOOLTIPSHS.301;The Council of Chalcedon is Repudiated.;;;;;;;;;;;;;x				
EVTNAMESHS.301;Council of Chalcedon Repudiated (Catholic);;;;;;;;;;;;;x				
EVTDESCSHS.301;At last the Roman Church has been brought back in line to the Church. With the spread of Miaphysitism and the subjugation of vital episcopal see of Rome	 the Catholic faith now holds little sway over the people of Europe. There will be those who still cling to it	 but they will be few in number and the Petrine Sees can once more claim universal rule over all of Christendom.;;;;;;;;;;;;;x		
EVTOPTASHS.302;If that's the way the wind is blowing...;;;;;;;;;;;;;x				
EVTOPTBSHS.302;I will never give up my faith!;;;;;;;;;;;;;x				
repudiate_chalcedon_miaphysite_orthodox;Repudiate the Council of Chalcedon (Orthodox);;;;;;;;;;;;;x				
repudiate_chalcedon_miaphysite_orthodox_desc;The Council of Chalcedon resulted in a step backwards in Christian theology thus resulting in a schism	 but if the see of Constantinople can be subjugated to the Miaphysite faith	 there may be a chance to end this schism.;;;;;;;;;;;;;x		
EVTTOOLTIPSHS.303;The Council of Chalcedon is Repudiated.;;;;;;;;;;;;;x				
EVTNAMESHS.303;Council of Chalcedon Repudiated (Orthodox);;;;;;;;;;;;;x				
EVTDESCSHS.303;At last the Orthodox Melkites has seen the error of their ways. With the spread of Miaphysitism	 the Orthodox faith now holds little sway within Europe. There will be those who still cling to it	 but they will be few in number and the Petrine Sees can once more claim universal rule over all of Christendom.;;;;;;;;;;;;;x		
EVTOPTASHS.304;If that's the way the wind is blowing...;;;;;;;;;;;;;x				
EVTOPTBSHS.304;I will never give up my faith!;;;;;;;;;;;;;x				
enforce_ephesus_miaphysite;Enforce the Council of Ephesus;;;;;;;;;;;;;x				
enforce_ephesus_miaphysite_desc;The Third Ecumenical Council saw final condemnation of the heretic Nestorius. However	 due to not being invited	 the bishops outside the Roman Empire were not invited resulting in them siding with him	 but if the significant episcopal sees of these schismatics could be restored to the Miaphysite faith	 there may be a chance to bring back these Churches to the True Faith.;;;;;;;;;;;;;x
EVTTOOLTIPSHS.305;The Council of Ephesus is enforced.;;;;;;;;;;;;;x				
EVTNAMESHS.305;Council of Ephesus Enforced;;;;;;;;;;;;;x				
EVTDESCSHS.305;At last the Nestorians has abandoned its nonsense on denying the 'Mother of God' thus returning to the proper understanding of Christ. With the spread of Miaphysitism	 the Nestorian faith now holds little sway within Christendom. There will be those who still cling to it	 but they will be few in number and the Petrine Sees can once more claim universal rule over all of Christendom.;;;;;;;;;;;;;x		
EVTOPTASHS.306;If that's the way the wind is blowing...;;;;;;;;;;;;;x				
EVTOPTBSHS.306;I will never give up my faith!;;;;;;;;;;;;;x				
EVTDESCSHS.307;With the city under our control	 the Patriarchate of Antioch has been properly restored as one of the three Petrine Sees in the Miaphysite Church. It was originally founded by Saint Peter the Apostle	 who is regarded as the first Pope by the Roman Catholic Church.;;;;;;;;;;;;;x		
EVTDESCSHS.308;With the city under our control	 the Papacy of Alexandria has been properly restored as one of the three Petrine Sees as well as the Headquarters for Miaphysite Church. It was originally founded by Saint Mark the Evangelist	 who became Alexandria's first patriarch.;;;;;;;;;;;;;x		
EVTDESCSHS.309;With the city under East Roman control	 the Papacy of Rome has been properly restored as one of the three Petrine Sees in the Miaphysite Church. If all three historical sees are returned to the Church	 the Chalcedonian Schism between the Miaphysites and the Melkites may be partially mended.;;;;;;;;;;;;;x		
repudiate_chalcedon_nestorian_catholic;Repudiate the Council of Chalcedon (Catholic);;;;;;;;;;;;;x			
repudiate_chalcedon_nestorian_catholic_desc;The Roman Papacy has always been known to overstep its boundaries	 but if all three of the episcopal sees of Saint Peter could be restored the Nestorian faith	 there may be a chance to bring back order.;;;;;;;;;;;;;x	
EVTTOOLTIPSHS.401;The Roman Papacy is subjugated to the Church.;;;;;;;;;;;;;x			
EVTNAMESHS.401;Council of Chalcedon Repudiated (Catholic);;;;;;;;;;;;;x			
EVTDESCSHS.401;At last the Roman Church has been brought back in line to the Church. With the spread of Nestorianism and the subjugation of vital episcopal see of Rome	 the Catholic faith now holds little sway over the people of Europe. There will be those who still cling to it	 but they will be few in number and the Petrine Sees can once more claim universal rule over all of Christendom.;;;;;;;;;;;;;x	
EVTOPTASHS.402;If that's the way the wind is blowing...;;;;;;;;;;;;;x			
EVTOPTBSHS.402;I will never give up my faith!;;;;;;;;;;;;;x			
repudiate_chalcedon_nestorian_orthodox;Repudiate the Council of Chalcedon (Orthodox);;;;;;;;;;;;;x			
repudiate_chalcedon_nestorian_orthodox_desc;Though the Council of Chalcedon went forward towards dyophysitism and away from monophysitism	 it resulted in the Byzantine Patriarch becoming that of the Roman Papacy	 but if the see of Constantinople can be subjugated to the Nestorian faith	 there may be a chance to bring back order.;;;;;;;;;;;;;x
EVTTOOLTIPSHS.403;The Byzantine Patriarch is is subjugated to the Church.;;;;;;;;;;;;;x			
EVTNAMESHS.403;Council of Chalcedon Repudiated (Orthodox);;;;;;;;;;;;;x			
EVTDESCSHS.403;At last the Byzantine Church has been brought back in line to the Church. With the spread of Nestorianism and the subjugation of vital episcopal see of Constantinople	 the Orthodox faith now holds little sway over the people of Europe. There will be those who still cling to it	 but they will be few in number and the Petrine Sees can once more claim universal rule over all of Christendom.;;;;;;;;;;;;;x	
EVTOPTASHS.404;If that's the way the wind is blowing...;;;;;;;;;;;;;x			
EVTOPTBSHS.404;I will never give up my faith!;;;;;;;;;;;;;x			
repudiate_ephesus_nestorian;Repudiate the Council of Ephesus;;;;;;;;;;;;;x			
repudiate_ephesus_nestorian_desc;The Third Ecumenical Council saw an unjust condemnation of Nestorius by siding with the heretic Eutyches resulting in an early schism	 but if the significant episcopal sees of these schismatics could be restored to the Nestorian faith	 there may be a chance to bring back these Churches to the True Faith.;;;;;;;;;;;;;x	
EVTTOOLTIPSHS.405;The Council of Ephesus is repudiated.;;;;;;;;;;;;;x			
EVTNAMESHS.405;Council of Ephesus Repudiated;;;;;;;;;;;;;x			
EVTDESCSHS.405;At last the Miaphysites has abandoned its nonsense on calling the Mother of Christ	 Mother of God thus returning to the proper understanding of Christ. With the spread of Nestorianism	 the Miaphysite faith now holds little sway within Christendom. There will be those who still cling to it	 but they will be few in number and the Petrine Sees can once more claim universal rule over all of Christendom.;;;;;;;;;;;;;x
EVTOPTASHS.406;If that's the way the wind is blowing...;;;;;;;;;;;;;x			
EVTOPTBSHS.406;I will never give up my faith!;;;;;;;;;;;;;x			
EVTDESCSHS.407;With the city under Nestorian control	 the Bishopric of Antioch has been properly restored as one of the three Petrine Sees in the Nestorian Church. It was originally founded by Saint Peter the Apostle	 who is regarded as the first Pope by the Roman Catholic Church.;;;;;;;;;;;;;x	
EVTDESCSHS.408;With the city under Nestorian control	 the Bishopric of Jerusalem has been properly restored to the proper faith. It was originally founded by Saint James the Just	 who was made head of the Church in Jerusalem soon after the death of Jesus.;;;;;;;;;;;;;x	
EVTDESCSHS.409;With the city under Nestorian control	 the Bishopric of Alexandria has been properly restored as one of the three Petrine Sees in the Nestorian Church. It was originally founded by Saint Mark the Evangelist	 who is regarded as the first Pope and Patriarch by the Coptic and the Armenian Churches..;;;;;;;;;;;;;x	
EVTDESCSHN.011;With the city now under Nestorian control	 the Archbishopric of Constantinople has been properly restored to the proper faith. It was originally founded by Saint Andrew the Apostle	 who is regarded as the first Patriarch by the Byzantine Orthodox Church.;;;;;;;;;;;;;x	
EVTDESCSHN.012;With the city now under Nestorian control	 the Bishopric of Aquileia has been properly restored to the proper faith. It was said to have been founded by Saint Mark the Evangelist	 after having been the disciple of Saint Peter the Apostle.;;;;;;;;;;;;;x	
EVTDESCSHN.013;With the city now under Nestorian control	 the former Archbishopric of Seleucia-Ctesiphon can now be properly consecrated. The former twin cities were abandoned after the Tigris river changed course. It was originally co-founded by the Saints Bartholomew the Apostle and Thomas the Apostle with their disciple Saint Addai. Together	 they are considered the founder and the first Catholicos-Patriarch of the East.;;;;;;;;;;;;;x	
enforce_chalcedon_orthodox;Enforce the Council of Chalcedon;;;;;;;;;;;;;x
enforce_chalcedon_orthodox_desc;The Fourth Ecumenical Council saw the overturning of a previous synod headed by the heretic Eutyches resulting in the Christian Church being divided within Roman Empire, but if the significant episcopal sees of these schismatics could be restored under our rule to the Orthodox faith, there may be a chance to heal this ancient schism.;;;;;;;;;;;;;x
EVTTOOLTIPSHS.201;The Coptic Pope receives a letter.;;;;;;;;;;;;;x
EVTNAMESHS.201;Review of the Council of Chalcedon;;;;;;;;;;;;;x
EVTDESCSHS.201;The Council of Chalcedon, or the Fourth Ecumenical Council, saw the split between those who spoke either Greek or Latin and those who did not speak those languages. The former became known as the "Melkites" while the latter were accused of "Monophysitism". Despite several subsequent councils to reconcile the two, they all ended up with new heresies. Now [From.GetTitledFirstName] has called the Pentarchy for a review the Council of Chalcedon who in turned sent [Root.GetTitledFirstName] a letter to reconsider their Church's stance on the issue.\n\nThe conditions for communion has been laid out by [From.GetTitledFirstName] and it is now up to [Root.GetTitledFirstName] and [Root.GetHerHis] bishops to decide whether this is acceptable or not.;;;;;;;;;;;;;x
EVTOPTASHS.201;The Pentarchy has Universal Jurisdiction;;;;;;;;;;;;;x
EVTOPTBSHS.201;What Pentarchy? Anything not the Petrine See are invalid!;;;;;;;;;;;;;x
enforce_ephesus_orthodox;Enforce the Council of Ephesus;;;;;;;;;;;;;x
enforce_ephesus_orthodox_desc;The Third Ecumenical Council saw final condemnation of the heretic Nestorius. However, due to not being invited, the bishops outside the Roman Empire were not invited resulting in them siding with him, but if the significant episcopal sees of these schismatics could be restored under our rule to the Orthodox faith, there may be a chance to bring back these Churches to the Mother Church.;;;;;;;;;;;;;x
EVTTOOLTIPSHS.203;The Catholicos-Patriarch receives a letter.;;;;;;;;;;;;;x
EVTNAMESHS.203;Review of the Council of Ephesus;;;;;;;;;;;;;x
EVTDESCSHS.203;The Council of Ephesus, or the Third Ecumenical Council, saw the split between the Church in Rome and the Church in Persia. Though it was used as a political tool by then Sassanid King, the latter were accused of "Adoptionism" as well as the advent of Islam. Several issues resulted from this including the split within Rome a few decades later. Now [From.GetTitledFirstName] has called the Pentarchy for a review the Council of Ephesus who in turned sent [Root.GetTitledFirstName] a letter to reconsider their Church's stance on the issue.\n\nThe conditions for communion has been laid out by [From.GetTitledFirstName] and it is now up to [Root.GetTitledFirstName] and [Root.GetHerHis] bishops to decide whether this is acceptable or not.;;;;;;;;;;;;;x
hussite;Hussite;;;;;;;;;;;;;x,,,,
hussite_DESC;Heavily influenced by the Lollard movement within the Catholic Church, the Hussite heretics were a proto-Protestant movement who advocated nationalism and increasing awareness to social issues. Defining features in-game:\n§Y*§! Autocephalous Patriarchs under Kings\n§Y*§! Patriarchs can grant divorces;;;;;;;;;;;;;x,,,
tondrakian;Tondrakian;;;;;;;;;;;;;x,,,,
tondrakian_DESC;Tondrakians are a heretical Christian sect which may have been a derivative of Paulicianism originating in the city of Tondrak, Armenia. They deny the sacramentality of marriage and thus encourages sexual promiscuity. They have no formal rites and no strict church hierarchy. Defining features in-game:\n§Y*§! There is no religious head\n§Y*§! Tondrakians may install women as priests\n§Y*§! Tondrakians may have concubines;;;;;;;;;;;;;x,,,
sufi;Sufi;;;;;;;;;;;;;x,,,,
