#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
RETRACT_VASSAL_INTERACTION_2J;Our Imperial administration allows us to retract viceroyalties without objections from the aristocracy.;Notre administration impériale nous permet de retirer les vice-royautés sans objection de la part de l'aristocratie.;Unsere kaiserliche Verwaltung erlaubt uns das Entziehen von Vizekönigstiteln ohne Widerspruch der Aristokratie.;;Nuestra administración imperial nos permite retirar virreinatos sin objeciones por parte de la aristocracia.;;;;;;;;;x
LIEGE_LEVY_DESC_VICE_ROY;\n   Viceroyalty: $VALUE$;\n   Vice-royauté : $VALUE$;\n   Vizekönigreich: $VALUE$;;\n  Virreinato: $VALUE$;;;;;;;;;x
#CONVERTS_TO_FEUDAL;Will convert to §Y$NAME$§! when upgraded to a castle.;Se convertit en §Y$NAME$§! après amélioration en château.;Wird beim Ausbau zur Burg zu §Y$NAME$§! konvertieren.;;Se convertirá a §Y$NAME$§! al actualizarse a castillo.;;;;;;;;;x
#CONVERTS_TO_REPUBLIC;Will convert to §Y$NAME$§! when upgraded to a city.;Se convertit en §Y$NAME$§! après amélioration en ville.;Wird beim Ausbau zur Stadt zu §Y$NAME$§! konvertieren.;;Se convertirá a §Y$NAME$§! al actualizarse a ciudad.;;;;;;;;;x
CALL_ALL_TRIBAL_CONTROL;Cannot Call Tribal Vassals as they give us Liege Levies instead;Impossible d'appeler les vassaux tribaux, ils nous envoient des troupes seigneuriales à la place;Stammesvasallen können nicht gerufen werden, da sie uns stattdessen Lehnstruppen stellen;;No puede llamar a vasallos tribales mientras nos den levas feudales en su lugar.;;;;;;;;;x
CALL_ALL_NOT_TRIBAL;Cannot Call Tribal Vassals since you are not Tribal;Impossible d'appeler les vassaux tribaux, car vous n'êtes pas tribal;Stammesvasallen können nicht gerufen werden, da Ihr kein Stamm seid;;No puede llamar a vasallos tribales ya que no eres una tribu.;;;;;;;;;x
TITLE_NOT_VICE_ROYALTY;Title is not a Viceroyalty;Ce titre n'est pas une vice-royauté.;Titel ist kein Vizekönigreich;;El título no es un virreinato;;;;;;;;;x
TITLE_NOT_VICE_ROYALTY;Title is not a Viceroyalty;Ce titre n'est pas une vice-royauté.;Titel ist kein Vizekönigreich;;El título no es un virreinato;;;;;;;;;x
tribal_duke_female;High Chieftess;Haute Cheftaine;Großhäuptling;;Grand cheftaine;;;;;;;;;x
tribal_king_female;Grand Chieftess;Grande Cheftaine;Großherrscherin;;Gran Mandataria;;;;;;;;;x
tribal_emperor_female;Empress;Impératrice;Kaiserin;;Emperatriz;;;;;;;;;x
AIREASON_SAME_RELIGION_AS_REGENT;Same religion as me;Religion identique à la mienne;Gehört meiner Religion an;;La misma religión que yo;;;;;;;;;x
expel_the_haruriyyah;Expel the Haruriyyah;Expulser les Haruriyyah;Vertreibt die Haruriyyah;;Expulsar a los Haruriyyah;;;;;;;;;x
expel_the_haruriyyah_desc;I can drive the Haruriyyah from my realm and seize their castles. However, it is a very impious thing to do...;Je peux expulser les Haruriyyah de mon territoire et m'emparer de leurs châteaux. Ce serait, par contre, un acte très impie...;Ich kann die Haruriyyah aus meinem Reich vertreiben und ihre Burgen beschlagnahmen. Allerdings wäre das leider nicht sehr fromm ...;;Puedo manejar a los Haruriyyah de mi reino y arrebatarles sus castillos. No obstante, eso sería una acción muy impía...;;;;;;;;;x
borrow_money_haruriyyah;Borrow 300¤ from the Haruriyyah;Emprunter 300¤ aux Haruriyyah;Leiht Euch 300¤ von den Haruriyyah;;Pedir 300¤ prestados a los Haruriyyah;;;;;;;;;x
borrow_money_haruriyyah_desc;I can borrow money from the Haruriyyah and pay back the same sum at any time. However, while I'm in their debt, the Grand Master can make various requests, like one of my sons joining their ranks.;Je peux emprunter de l'argent aux Haruriyyah et rembourser la même somme quand bon me semble. Cependant, tant que cette dette existe, le Grand Maître peut formuler diverses requêtes, comme demander qu'un de mes fils rejoigne leurs rangs.;Ich kann mir von den Haruriyyah Geld leihen und den Betrag zu beliebiger Zeit zurückzahlen. Jedoch kann der Großmeister, während ich in ihrer Schuld stehe, an mich verschiedene Forderungen stellen, z.B. dass einer meiner Söhne dem Orden beitritt.;;Puedo pedir un préstamo a los Haruriyyah y devolverles la misma suma en cualquier momento. Sin embargo, mientras esté en deuda con ellos, el Gran Maestre podrá hacer distintas peticiones, como que uno de mis hijos se una a sus filas.;;;;;;;;;x
not_shia_caliphate_revolt_ongoing;No ongoing revolt to create the Shia Caliphate;Pas de révolte en cours pour établir le Califat Shiite;Kein lauefenden Revolt um das Schia-Kalifat zu etablieren;;Ningúna rebelión en curso para establecer el Califato Chií;;;;;;;;;x
shia_creation_independent;Either independent or all lieges Shia\n;Indépendant ou tous les suzerains sont Shiites\n;Unabhängig oder alle Euch vorgesetzten Lehnsherrn sind Schiiten\n;;Independiente o todos sus señores son Chiitas\n;;;;;;;;;x
sunni_creation_independent;Either independent or all lieges Sunni\n;Indépendant ou tous les suzerains sont Sunnites\n;Unabhängig oder alle Euch vorgesetzten Lehnsherrn sind Sunniten\n;;Independiente o todos sus señores son Sunitas\n;;;;;;;;;x
