tp_rom_wall_6_desc;The Aurelian Walls were built in the 3rd century to protect Rome. They encompass all of the cities seven hills, protecting them from siege.;;;;;;;;;x
ca_rom_wall_6;Aurelian Walls;;;;;;;;;x
ca_rom_wall_6_desc;The Aurelian Walls were built in the 3rd century to protect Rome. They encompass all of the cities seven hills, protecting them from siege.;;;;;;;;;x
ca_imp_wall_6;Imperial Walls;;;;;;;;;x
ca_imp_wall_6_desc;The Imperial Walls are some of the most formidable fortifications in the world, rivalled only by the Theodosian Walls at Constantinople.;;;;;;;;;x
title_autarch;Autarch;;;;;;;;;x
title_autarch_desc;Autarch (Autocrat) is one of the highest titles in the kingdom, second only to the Despot. It can only be granted to close relatives of the Despot, and is used to designate the heir to the Royal throne.;;;;;;;;;x;;;;;;;;;x
title_mesazon;Mesazon;;;;;;;;;x
title_mesazon_desc;The Mesazon (Intermediary) was a high-level bureaucrat in the Byzantine Empire. The holder of the title acted as the chief minister and principal aide of the Emperor, and often came from the ruling family.;;;;;;;;;x
title_nobelissimos;Nobelissimos;;;;;;;;;x
title_nobelissimos_desc;Nobelissimos is the Greek translation of the Latin title Nobilissimus (Most Noble), which was introduced during the reign of Emperor Constantine. It ranks much higher than the more common Patrikos.;;;;;;;;;;x
title_caesar;Caesar;;;;;;;;;x
title_caesar_desc;Caesar is the one of the highest titles in the Roman Empire, second only to the Emperor. It can only be granted to close relatives of the Emperor, and is used to designate the heir to the Imperial throne.;;;;;;;;;x
title_magister;Magister;;;;;;;;;x
title_magister_desc;A Magister (Master) was a type of officer who held imperium (Power) in the Roman Republic. It became a proper title in the late Roman Empire and was given to important ministers, bureaucrats and generals.;;;;;;;;;x
title_senator;Senator;;;;;;;;;x
title_senator_desc;The Senate may not have as much power as did during the Roman Republic, but it is still a prestigious institution. To serve in the Roman Senate is a very high honour which can afford many privileges.;;;;;;;;;x
title_nobilissimus;Nobilissimus;;;;;;;;;x
title_nobilissimus_desc;Nobilissimus is Latin for 'most noble.' It was introduced as an honorary title during Constantine's reign and affords its holders great prestige.;;;;;;;;;;x
title_patrician;Patrician;;;;;;;;;x
title_patrician_desc;The Patrician families are the nobility of the Roman state, above the plebeian and equestrian orders. To be granted the title of Patrician is to be recognised as an important member of Roman society.;;;;;;;;;x
title_imperial_eunuch2;Cubicularius;;;;;;;;;x
title_imperial_eunuch2_desc;The Cubicularius is the chamberlain of the imperial palace. The title is restricted to eunuchs, who are valued for their loyalty.;;;;;;;;;x
d_custodes;Custodes Palatina;;;;;;;;;x
establish_custodes_palatina;Establish Custodes Palatina;;;;;;;;;x
establish_custodes_palatina_desc;The Varangians foreign ways makes them dangerous to the new Empire. A new bodyguard unit is needed, formed from loyal native veterans.;;;;;;;;;x
EVTNAMEPA.10005;Foederati Soldiers;;;;;;;;;;x
EVTDESCPA.10005;A large group of men from lands both near and far has shown up at your borders. They claim they are warriors and request your permission to serve in the Roman army as Foederati. In return for their service, they will be granted Roman citizenship, a plot of land, and a pension after they retire. Letting them serve could boost army numbers, but the people may not take kindly to their presence. Shall you let the men in, or turn them away?;;;;;;;;;x
EVTNAMEPA.10006;More Foederati;;;;;;;;;x
EVTDESCPA.10006;Another group of men has shown up at your borders, requesting service in the Roman army. The stories of the Foederati have apparently spread far and wide, and they wish to join them in serving the Empire. The people did not take well to the arrival of the previous group, believing them to be spies sent by Rome's enemies. The memory of Odoacer's betrayal is still fresh in the mind of Rome's citizens. What shall you do?;;;;;;;;;x
EVTNAMEPA.10007;Foederati Riots;;;;;;;;;x
EVTDESCPA.10007;A riot has broken out in the Imperial Forum between the citizens of Rome and a group of Foederati soldiers. Several groups of people have taken to the streets, convinced the Foederati are planning the downfall of Rome. They are demanding you expel the Foederati from the Empire at once, or they will march on the Imperial Palace. The palace is well defended, and your guards are ready to fight, but the battle could be close.;;;;;;;;;x
EVTNAMEPA.10008;Custodes Palatina;;;;;;;;;x
EVTDESCPA.10008;The reconquest of the old empire has led some to question the continued existence of the Varangian Guard. Although they are effective in battle, their foreign ways and unpredictability has not endeared them to the people. Their status as mercenaries has brought their loyalty into question too, with some believing they would gladly change sides to support the highest bidder. To ensure the safety of the Imperial family, [From.GetTitledFirstName] has decided to disband the Varangian Guard and send its members home. The Custodes Palatina, a new bodyguard unit made up entirely of loyal native veterans, has been formed to ensure [From.GetTitledFirstName]'s safety in place of the Varangians.;;;;;;;;;;x
egyptian_grain;Egyptian Grain;;;;;;;;;x
EVTDESCPA.10009;With the reconquest of the Nile delta, the grain supply to the Empire's cities has resumed.;;;;;;;;;x
EVTDESCPA.10010;With the loss of the Nile delta, the grain supply to the Empire's cities has ceased.;;;;;;;;;x
EVTDESCPA.10011;A clumsy servant fell while pouring you a glass of wine and spilled it over you by accident, ruining your expensive purple cloak.;;;;;;;;;x
forgive_servant;The servant is pardoned.;;;;;;;;;x
autokrator;Autokrator;;;;;;;;;x
autokrator_desc;This character is the current ruler of the Byzantine Empire and commands the respect an office of such magnitude is due.;;;;;;;;;x
autokrateira;Autokrateira;;;;;;;;;x
autokrateira_desc;This character is the current ruler of the Byzantine Empire and commands the respect an office of such magnitude is due.;;;;;;;;;x
autokrator2;Autokrator;;;;;;;;;x
autokrator2_desc;This character is the current ruler of the Roman Empire and commands the respect an office of such magnitude is due.;;;;;;;;;x
autokrateira2;Autokrateira;;;;;;;;;x
autokrateira2_desc;This character is the current ruler of the Roman Empire and commands the respect an office of such magnitude is due.;;;;;;;;;x
EVTDESCPA.10012;You are the current ruler of the glorious Byzantine Empire. May your reign be a prosperous one!;;;;;;;;;x
EVTDESCPA.10013;You are no longer the ruler of the Byzantine Empire. It will surely crumble without your guiding hand to lead it.;;;;;;;;;x
EVTDESCPA.10014;You are the current ruler of the glorious Byzantine Empire. May your reign be a prosperous one!;;;;;;;;;x
EVTDESCPA.10015;You are no longer the ruler of the Byzantine Empire. It will surely crumble without your guiding hand to lead it.;;;;;;;;;x
EVTDESCPA.10016;You are the current ruler of the glorious Roman Empire. May your reign be a prosperous one!;;;;;;;;;x
EVTDESCPA.10017;You are no longer the ruler of the Roman Empire. It will surely crumble without your guiding hand to lead it.;;;;;;;;;x
EVTDESCPA.10018;You are the current ruler of the glorious Roman Empire. May your reign be a prosperous one!;;;;;;;;;x
EVTDESCPA.10019;You are no longer the ruler of the Roman Empire. It will surely crumble without your guiding hand to lead it.;;;;;;;;;x
EVTNAMEPA.10020;Churches United;;;;;;;;;x
EVTDESCPA.10020;The once great Byzantine Empire is falling, it's armies no longer able to keep back the hordes of barbarians and infidels which push ever deeper into it's interior. In order to preserve the Empire, [From.GetTitledFirstName] has accepted the Pope's claim to universal authority over the church and converted to Catholicism. The Pope has pledged to support the ageing Empire by ordering troops be sent to Byzantium, but it will be many months until they arrive. [From.GetTitledFirstName] will have to be careful until then, or the Empire's traditionally Orthodox population may be incited to revolt.;;;;;;;;;x
unite_churches;Unite the Churches;;;;;;;;;x
unite_churches_desc;The Byzantine Empire is no longer able to defend itself effectively. Converting to Catholicism would gain the Empire the support of the Pope, but it might not go down well.;;;;;;;;;x
united_churches;The Churches are united.;;;;;;;;;x
EVTDESCPA.10022;The promised troops have finally arrived from the west. They have set up in the capital and are awaiting your orders.;;;;;;;;;x
form_latin_empire;Form the Latin Empire;;;;;;;;;x
form_latin_empire_desc;Form the Latin Empire.;;;;;;;;;x
e_trebizond;Trebizond;;;;;;;;;x
e_trebizond_adj;Trebizondian;;;;;;;;;x
form_trebizond_empire;Form the Empire of Trebizond;;;;;;;;;x
form_trebizond_empire_desc;Form the Empire of Trebizond.;;;;;;;;;x
k_epirus;Epirus;;;;;;;;;x
k_epirus_adj;Epirote;;;;;;;;;x
form_epirus_despotate;Form the Despotate of Epirus;;;;;;;;;x
form_epirus_despotate_desc;Form the Despotate of Epirus.;;;;;;;;;x
tp_stpeters;St. Peter's Basilica;;;;;;;;;x
tp_stpeters_desc;St. Peter's Basilica was built by Emperor Constantine in the 3rd century to house the Papacy. It is a major pilgrimage site for Catholics and holds many treasures.;;;;;;;;;x
tp_stpeters2;St. Peter's Basilica;;;;;;;;;x
tp_hagiasophia;Hagia Sophia;;;;;;;;;x
tp_hagiasophia_desc;The Hagia Sophia was built by Emperor Justinian in the 5th century after the original was destroyed in the Nika Riots. It is the seat of the Orthodox church and the Ecumenical Patriarch.;;;;;;;;;x
tp_antiochchurch;Church of Saint Peter;;;;;;;;;x
tp_antiochchurch_desc;The Church of Saint Peter is one of Christianity oldest churches, with legend stating it was founded by Paul the Apostle. It is built into the side of a cave and is decorated with many mosaics.;;;;;;;;;x
tp_holysepulchre;Church of the Holy Sepulchre;;;;;;;;
tp_holysepulchre_desc;The Church of the Holy Sepulchre was built by Emperor Constantine on the Hill of Cavalry, the location were Jesus was crucified. It is the base of the Patriarch of Jerusalem in Orthodoxy.;;;;;;;;;x
tp_stmarks;Saint Mark's Cathedral;;;;;;;;
tp_stmarks_desc;Originally a chapel, Saint Mark's Cathedral was built in the 3rd century by Pope Achillas of Alexandria. It is the seat of the Coptic Pope and the Orthodox Patriarch of Alexandria.;;;;;;;;;x
tp_stmarks2;Saint Mark's Cathedral;;;;;;;;
king_bulgarian;Knyaz;;;;;;;;;x
king_female_bulgarian;Knyaginya;;;;;;;;;x
king_serbian;Kralj;;;;;;;;;x
king_female_serbian;Kraljica;;;;;;;;;x
emperor_bulgarian;Tsar;;;;;;;;;x
emperor_female_bulgarian;Tsarina;;;;;;;;;x
emperor_serbian;Tsar;;;;;;;;;x
emperor_female_serbian;Tsarina;;;;;;;;;x
EVTNAMEPA.10023;The Great Fire;;;;;;;;;x
EVTDESCPA.10023;A fire has broken out in the suburbs of Rome and has begun to spread downtown! The city watch is unable to contain it, and Rome may be seriously damaged if it does not get reinforcements.;;;;;;;;;x
EVTTOOLTIPPA.10024;You dispatch the imperial guard.;;;;;;;;;x
EVTTOOLTIPPA.10025;You let Rome burn to the ground.;;;;;;;;;x
EVTNAMEPA.10024;Rome Saved;;;;;;;;;x
EVTDESCPA.10024;The imperial guard hurries down-town to help the city watch contain the fire. The combined forces are able to put out the blaze and save the city, earning you the gratitude of it's citizens.;;;;;;;;;x
EVTNAMEPA.10025;Rome Destroyed;;;;;;;;;x
EVTDESCPA.10025;You leave your palace along with your guards as the city burns. The city watch is unable to contain the blaze, which eventually burns much of Rome to the ground, killing thousands of people.;;;;;;;;;x
opinion_saved_rome;Saved Rome;;;;;;;;;x
opinion_destroyed_rome;Destroyed Rome;;;;;;;;;x
e_bulgaria;Bulgarian Empire;;;;;;;;;x
e_bulgaria_adj;Bulgarian;;;;;;;;;x
e_serbia;Serbian Empire;;;;;;;;;x
e_serbia_adj;Serbian;;;;;;;;;x
form_bulgarian_empire;Form the Bulgarian Empire;;;;;;;;;x
form_bulgarian_empire_desc;Form the Bulgarian Empire.;;;;;;;;;x
form_serbian_empire;Form the Serbian Empire;;;;;;;;;x
form_serbian_empire_desc;Form the Serbian Empire.;;;;;;;;;x
county_of_irish;Túath of;;;;;;;;;x
count_irish;Tiarna;;;;;;;;;x
count_female_irish;Bhean;;;;;;;;;x
empire_of_norse_pagan;Kingdom;;;;;;;;;x
emperor_norse_pagan;Great King;;;;;;;;;x
emperor_female_norse_pagan;Great Queen;;;;;;;;;x
empire_of_norse_pagan_reformed;Kingdom;;;;;;;;;x
emperor_norse_pagan_reformed;Great King;;;;;;;;;x
emperor_female_norse_pagan_reformed;Great Queen;;;;;;;;;x
empire_of_baltic_pagan;Kingdom;;;;;;;;;x
emperor_baltic_pagan;Great King;;;;;;;;;x
emperor_female_baltic_pagan;Great Queen;;;;;;;;;x
empire_of_finnish_pagan;Kingdom;;;;;;;;;x
emperor_finnish_pagan;Great King;;;;;;;;;x
emperor_female_finnish_pagan;Great Queen;;;;;;;;;x
empire_of_finnish_pagan_reformed;Kingdom;;;;;;;;;x
emperor_finnish_pagan_reformed;Great King;;;;;;;;;x
emperor_female_finnish_pagan_reformed;Great Queen;;;;;;;;;x
empire_of_slavic_pagan;Kingdom;;;;;;;;;x
emperor_slavic_pagan;Great King;;;;;;;;;x
emperor_female_slavic_pagan;Great Queen;;;;;;;;;x
empire_of_slavic_pagan_reformed;Kingdom;;;;;;;;;x
emperor_slavic_pagan_reformed;Great King;;;;;;;;;x
emperor_female_slavic_pagan_reformed;Great Queen;;;;;;;;;x
CB_IMPERIAL_DIGNITY;War of Imperial Dignity;;;;;;;;;x
imperial_dignity_desc;We will not tolerate pretenders to our title! Defeat §Y$TARGET$§! and cast their title into the dirt!;;;;;;;;;x
WAR_NAME_IMPERIAL_DIGNITY;$ORDER$$FIRST_ADJ$ War of Imperial Dignity;;;;;;;;;x
BM_THE_MACEDONIAN;The Macedonian;;;;;;;;;x
BM_THE_MACEDONIAN_DESC;Basil the Macedonian has just murdered Emperor Michael III and taken the Imperial throne for himself. While Sicily may be under threat, the collapse of the Abbasid Caliphate could allow the Empire a chance to recover lost territory. In the north, the Great Heathen Army has killed King Ælla of Northumbria and placed the puppet Ecgberht on the throne. The Norse forces are mow poised to move south to conquer Wessex, Mercia, and East Anglia. Will Britain fall to the Norse invaders, or will they finally be defeated?;;;;;;;;;x
temple_king_imperial;Catholicos;;;;;;;;;x
temple_kingdom_of_imperial;Catholicate of;;;;;;;;;x
temple_king_monothelite;Patriarch;;;;;;;;;x
temple_kingdom_of_monothelite;Patriarchate of;;;;;;;;;x
temple_king_monophysite;Catholicos;;;;;;;;;x
temple_kingdom_of_monophysite;Catholicate;;;;;;;;;x
temple_king_nestorian;Catholicos;;;;;;;;;x
temple_kingdom_of_nestorian;Catholicate of;;;;;;;;;x
temple_king_messalian;Catholicos;;;;;;;;;x
temple_kingdom_of_messalian;Catholicate of;;;;;;;;;x
temple_duke_imperial;Archbishop;;;;;;;;;x
temple_duchy_of_imperial;Archdiocese of;;;;;;;;;x
temple_count_imperial;Metropolitan;;;;;;;;;x
temple_county_of_imperial;Metropolis of;;;;;;;;;x
temple_duchy_of_miaphysite;Metropolis of;;;;;;;;;x
temple_duchy_of_apostolic;Metropolis of;;;;;;;;;x
temple_duke_monothelite;Archbishop;;;;;;;;;x
temple_duchy_of_monothelite;Archdiocese of;;;;;;;;;x
temple_count_monothelite;Metropolitan;;;;;;;;;x
temple_county_of_monothelite;Metropolis of;;;;;;;;;x
temple_duchy_of_monophysite;Metropolis of;;;;;;;;;x
temple_duke_iconoclast;Archbishop;;;;;;;;;x
temple_duchy_of_iconoclast;Archdiocese of;;;;;;;;;x
temple_count_iconoclast;Metropolitan;;;;;;;;;x
temple_county_of_iconoclast;Metropolis of;;;;;;;;;x
temple_duke_bogomilist;Archbishop;;;;;;;;;x
temple_duchy_of_bogomilist;Archdiocese of;;;;;;;;;x
temple_count_bogomilist;Metropolitan;;;;;;;;;x
temple_county_of_bogomilist;Metropolis of;;;;;;;;;x
temple_duke_paulician;Archbishop;;;;;;;;;x
temple_duchy_of_paulician;Archdiocese of;;;;;;;;;x
temple_count_paulician;Metropolitan;;;;;;;;;x
temple_county_of_paulician;Metropolis of;;;;;;;;;x
EVTNAMEPA.10026;The Imperial Borders Are Restored;;;;;;;;;x
EVTDESCPA.10026;The borders the Byzantine Empire claimed under Emperor Justinian have been restored at last! Grain flows once more to the Empire's cities and the Imperial navy rules unchallenged in the Mediterranean. Church bells ring out as cheers erupt across the Empire to celebrate it's new found vigour and prosperity. It won't be an easy job to keep an empire of this size together, but you must succeed, lest the world enter another Dark Age.;;;;;;;;;x
EVTNAMEPA.10027;St Blaise's Knights;;;;;;;;;x
EVTDESCPA.10027;In an effort to secure Armenia and protect their flock from foreign invaders, the bishops of the Apostolic Church have sanctioned the creation of a military order, the Knights of Saint Blaise. Church bells all over Armenia ring out as the knights march to their garrisons to protect their homeland and their faith. Historically, the Order of Saint Blaise was formed in the 12th century to safeguard Armenia against the Turks. It operated for over a century, disappearing after the conquest of Armenia by the Seljuks.;;;;;;;;;x
EVTNAMEPA.10028;Reconquest of Damascus;;;;;;;;;x
EVTDESCPA.10028;The city of Damascus has been recovered from the foreign barbarians at last. Once the capital of the Roman province of Syria, the city was lost to the Rashidun Caliphate in 636 after the Battle of Yaromuk. Although the city may not be as large and prosperous as it was during Roman times, it's strategic location should allow it to become an important garrison base for the soldiers of the Imperial army once more.;;;;;;;;;x
EVTNAMEPA.10029;Reconquest of Ravenna;;;;;;;;;x
EVTDESCPA.10029;The city of Ravenna has been recovered from the foreign barbarians at last. Once the capital of the Exarchate of Ravenna, the city was lost to the Lombards in 751, only to fall to the Franks in 756 after the death of Archbishop Eutychius. Although the city itself is longer connected to the Adriatic as it was during Justinian's time, the many ports nearby should allow it to become a key city in the Empire once more.;;;;;;;;;x
EVTNAMEPA.10030;Reconquest of Carthage;;;;;;;;;x
EVTDESCPA.10030;The city of Carthage has been recovered from the foreign barbarians at last. Once the capital of the Exarchate of Africa, the city was lost to the Umayyad Caliphate in 698 after the Battle of Carthage. Although the city's importance has declined since the founding of the city of Tunis nearby, it's key location on the Mediterranean coast should allows it to become a important trading city in the Empire once more.;;;;;;;;;x
imperial;Imperial;;;;;;;;;x
imperial_DESC;Imperial Christianity is a new religion that was formed after the restoration of the Roman Empire. It is the successor to the Orthodox and Catholic faiths and was formed with the intention of centralising the church under Imperial control. The head of the Imperial Church is the Patriarch of Rome. Defining features in-game: \n§Y*§! There is always a Patriarch, even if Rome falls \n§Y*§! The Patriarch can grant divorces\n§Y*§! The Patriarch can grant the Invasion Casus Belli\n§Y*§! The Patriarch can Excommunicate Imperial characters;;;;;;;;;x
apostolic;Apostolic;;;;;;;;;x
apostolic_DESC;Apostolic Christians are members of the Armenian Church, which has many similarities to the Egyptian Church. Apostolic Christians hold a similar position to Coptic Christians, believing Christ to have had a single nature, but of both human and divine character. The head of the Apostolic Church is the Catholicos of All Armenians, who traditionally sits in Etchmiadzin Cathederal. Defining features in-game: \n§Y*§! There is always a Catholicos, even if Etchmiadzin falls \n§Y*§! The Catholicos can grant divorces\n§Y*§! The Catholicos can grant the Invasion Casus Belli\n§Y*§! The Catholicos can Excommunicate Apostolic characters;;;;;;;;;x
k_apostolic;The Apostolic Church;;;;;;;;;x
k_apostolic_adj;Apostolic;;;;;;;;;x
CATHOLICOS;Catholicos;;;;;;;;;x
convert_to_spouse_apostolic;Convert to Apostolic;;;;;;;;;x
convert_to_spouse_apostolic_desc;The pillow talk of a spouse or concubine can be very persuasive. This White Christ does not sound very warlike though...;;;;;;;;;x
convert_to_spouse_imperial;Convert to Imperial;;;;;;;;;x
convert_to_spouse_imperial_desc;The pillow talk of a spouse or concubine can be very persuasive. This White Christ does not sound very warlike though...;;;;;;;;;x
d_saint_blaise;Order of Saint Blaise;;;;;;;;;x
d_saint_peter;Order of Saint Peter;;;;;;;;;x
d_saint_blaise_adj;St Blaise's Knights;;;;;;;;;x
expelled_d_saint_blaise;Expelled St Blaise's Knights;;;;;;;;;x
expelled_d_saint_peter;Expelled St Peter's Knights;;;;;;;;;x
expel_blaise_knights;Expel St Blaise's Knights;;;;;;;;;x
expel_peter_knights;Expel St Peter's Knights;;;;;;;;;x
expel_blaise_knights_desc;I can drive St Blaise's Knights from my realm and seize their castles. However, it is a very impious thing to do...;;;;;;;;;x
expel_peter_knights_desc;I can drive St Peter's Knights from my realm and seize their castles. However, it is a very impious thing to do...;;;;;;;;;x
donate_money_to_blaise_knights;Donate money to St Blaise's Knights.;;;;;;;;;x
donate_money_to_blaise_knights_desc;I can donate money to St. Blaise's Knights in exchange for Piety and lifelong respect from the [Root.Religion.GetName] Church.;;;;;;;;;x
donate_money_to_peter_knights;Donate money to St Peter's Knights.;;;;;;;;;x
donate_money_to_peter_knights_desc;I can donate money to St Peter's Knights in exchange for Piety and lifelong respect from the [Root.Religion.GetName] Church.;;;;;;;;;x
k_imperial;The Imperial Church;;;;;;;;;x
k_imperial_adj;Imperial Church;;;;;;;;;x
d_saint_peter;Order of Saint Peter;;;;;;;;;x
d_saint_peter_adj;St Peter's Knights;;;;;;;;;x
form_imperial_church;Form the Imperial Church;;;;;;;;;x
form_imperial_church_desc;Centralise Orthodoxy and create a new church based in Rome.;;;;;;;;;x
imperial_church;The Imperial Church is formed.;;;;;;;;;x
EVTNAMEPA.10031;Formation of the Imperial Church;;;;;;;;;x
EVTDESCPA.10031;With the restoration of the Roman Empire and spread of the Orthodox faith, [From.GetTitledName] has decided to reform the church to a centralised model. The Patriarch of Constantinople has moved to Rome and the Pentarchs have been demoted to ordinary bishops. The Imperial Church has assumed control over all places of worship in the Roman Empire and demanded that all Christians convert to the new faith.;;;;;;;;;x
EVTNAMEPA.10033;St Peter's Knights;;;;;;;;;x
EVTDESCPA.10033;Even though it may enjoy Rome's support, the Imperial Church's position is tenuous at best, with many within the Empire still following the words of heretics and infidels. In an effort to secure it's position and spread the true faith, the bishops of the Imperial Church have sanctioned the creation of a holy order, the Knights of Saint Peter. Church bells ring out as the knights march to their garrisons, ready to defend their faith from infidels and heretics alike.;;;;;;;;;x
EVTNAMEPA.10034;Imperial Crusades;;;;;;;;;x
EVTDESCPA.10034;With the Roman Empire under threat from heretics and infidels alike, the bishops of the Imperial Church have accepted the possibility that an outright invasion of foreign lands may be necessary. The Orthodox religion was never big on the concept of holy war, regarding the Catholic Crusaders as barbarians, especially after the Fourth Crusade, but times are changing, and Rome is no longer Orthodox. A new era of Christian expansion has begun, with the Roman Empire at the forefront.;;;;;;;;;x
CB_NAME_SUBJUGATION;Imperial Subjugation of [Title.GetBaseName];;;;;;;;;x
WAR_NAME_SUBJUGATION;$ORDER$$FIRST_ADJ$ Imperial Subjugation of $OTHER_TITLE$;;;;;;;;;;x
